,basics,work,project,education,skill
0,0.5973561986423723,0.0003572704537334762,0.004644515898535191,0.0003572704537334762,0.2693819221150411
1,0.12645204115499503,0.7348157982077663,0.14935280451377364,0.016262860935944243,0.19150348489877198
2,0.13055083717544286,0.1849065760737685,0.0002426595486532395,0.5042465421014317,0.010919679689395778
3,0.045201484623541885,0.0001325556733828208,0.16158536585365854,0.011399787910922587,0.3337751855779427
4,0.18781725888324874,0.21928934010152284,0.0010152284263959391,0.35126903553299493,0.0010152284263959391
5,0.33677184466019416,0.18507281553398058,0.0006067961165048543,0.39987864077669905,0.015776699029126214
6,0.29361324659964516,0.607037256061502,0.00029568302779420464,0.026611472501478415,0.00029568302779420464
7,0.17064315352697096,0.10529045643153527,0.0005186721991701245,0.16390041493775934,0.15715767634854771
8,0.06372549019607843,0.31176470588235294,0.29248366013071897,0.18594771241830066,0.07549019607843137
9,0.07850707850707851,0.6323466323466324,0.000429000429000429,0.1866151866151866,0.000429000429000429
10,0.25430398425971473,0.3256271519921299,0.0004918839153959665,0.0014756517461878996,0.03443187407771766
11,0.24764595103578155,0.00023540489642184556,0.2158662900188324,0.00023540489642184556,0.5280131826741996
12,0.13559322033898305,0.7441148775894538,0.522834274952919,0.04896421845574388,0.1513653483992467
13,0.03265799818566677,0.5172361657091019,0.26050801330511036,0.04717266404596311,0.019201693377683703
14,0.06761819803746655,0.752007136485281,0.25173951828724356,0.06208742194469224,0.08563782337198929
15,0.1583531274742676,0.5348376880443388,0.4144893111638955,0.17339667458432304,0.010292953285827395
16,0.23907563025210085,0.40294117647058825,0.0004201680672268908,0.09201680672268908,0.22857142857142856
17,0.00037537537537537537,0.7687687687687688,0.00037537537537537537,0.0472972972972973,0.11298798798798798
18,0.10256070054398302,0.00013267878466233248,0.5313785325726417,0.07204458007164655,0.00013267878466233248
19,0.28559870550161814,0.47572815533980584,0.0008090614886731392,0.15372168284789645,0.0008090614886731392
20,0.16918967052537845,0.21861086375779162,0.1157613535173642,0.43455031166518254,0.01157613535173642
21,0.008799497171590195,0.4604022627278441,0.2688036874083386,0.012675466163838257,0.17546616383825686
22,0.07968192145407335,0.27442388834793896,0.0001622849724115547,0.0001622849724115547,0.17802661473547549
23,0.09712837837837837,0.7401463963963963,0.6152871621621622,0.036317567567567564,0.21044481981981983
24,0.052602588818507295,0.6394932525475076,0.14844395483337924,0.02643899752134398,0.6293032222528229
25,0.12504213009774182,0.0006740815638692282,0.4765756656555443,0.07954162453656892,0.20020222446916078
26,0.03429602888086643,0.8755901138572618,0.7646487086920299,0.02235490141627326,0.049986114968064425
27,0.0738132498695879,0.0002608242044861763,0.47835159102764735,0.2649973917579551,0.09024517475221701
28,0.0248895091881833,0.8171667829727843,0.5140730402419167,0.020702488950918817,0.07397069085833916
29,0.07947019867549669,0.5569322794274728,0.18778038880581072,0.20380260628070926,0.3505661183507797
30,0.5141307450756495,0.286611475877819,0.056522980302597774,0.168141592920354,0.00028546959748786756
31,0.1454954954954955,0.5472972972972973,0.3310810810810811,0.16756756756756758,0.06981981981981981
32,0.03271117952664999,0.1316624975947662,0.7218106599961516,0.04209159130267462,0.04180296324802771
33,0.13524384112619406,0.5530417295123178,0.3524384112619407,0.1779788838612368,0.013071895424836602
34,0.1387218045112782,0.556015037593985,0.00037593984962406017,0.1849624060150376,0.00037593984962406017
35,0.11361954108068098,0.731680236861584,0.0003700962250185048,0.0692079940784604,0.05662472242783124
36,0.012020505568322432,0.8380767191090684,0.4125861764185964,0.015555948382534912,0.12267986565317306
37,0.28814589665653495,0.12887537993920972,0.041945288753799395,0.225531914893617,0.10091185410334347
38,0.12790206838328408,0.6568172224567328,0.18531025749261293,0.02912621359223301,0.3368509919797383
39,0.1498616053776196,0.0937129300118624,0.00039541320680110717,0.20166073546856464,0.004349545274812179
40,0.08054412027921962,0.7594415607660641,0.2153212815464471,0.05763379273313048,0.031680687309826386
41,0.18562874251497005,0.46844771994472595,0.07369875633348687,0.030400736987563334,0.20082911100875173
42,0.12838095238095237,0.6963809523809524,0.00038095238095238096,0.08,0.00038095238095238096
43,0.00047058823529411766,0.00047058823529411766,0.3571764705882353,0.09270588235294118,0.11952941176470588
44,0.1371331828442438,0.30530474040632055,0.06884875846501129,0.047121896162528217,0.2914785553047404
45,0.001166709878143635,1.107726212081929,0.6098003629764065,0.003629764065335753,0.029038112522686024
46,0.06593570522861192,0.7900350563138658,0.4769150443798016,0.009994778846871038,0.3362422615051839
47,0.07628596338273758,0.00043591979075850045,0.6081081081081081,0.03138622493461203,0.13731473408892764
48,0.04001255295779068,0.10764161305507611,0.4745018044876824,0.05413463047230504,0.1824886238820022
49,0.4265202702702703,0.10557432432432433,0.0008445945945945946,0.0008445945945945946,0.0008445945945945946
50,0.0005790387955993051,0.0005790387955993051,0.0005790387955993051,0.0005790387955993051,0.0005790387955993051
51,0.04564193168433451,0.7187868080094229,0.3489399293286219,0.07803297997644287,0.27237926972909304
52,0.11983967935871744,0.6104208416833667,0.01963927855711423,0.3246492985971944,0.09458917835671343
53,0.07407407407407407,0.872260015117158,0.42660619803476946,0.031292517006802724,0.015570672713529856
54,0.09833440102498399,0.6989109545163357,0.00032030749519538755,0.10602178090967329,0.00032030749519538755
55,0.08736426456071077,0.47334649555774927,0.0004935834155972359,0.03504442250740375,0.0004935834155972359
56,0.5368632707774799,0.42560321715817695,0.0006702412868632708,0.021447721179624665,0.0006702412868632708
57,0.01635148585241007,0.8391866913123844,0.05744348073368406,0.01336556234892649,0.020474904023887387
58,0.041379310344827586,0.7210104250200481,0.43360064153969524,0.16744186046511628,0.14330392943063353
59,0.21554341226472373,0.3649058894960534,0.0006071645415907711,0.11171827565270188,0.1092896174863388
60,0.22086264912817374,0.6350565922300397,0.0003059039461609055,0.014377485469562558,0.0003059039461609055
61,0.14665860296341093,0.6108255216208044,0.1959479891140006,0.08678560628968854,0.06561838524342305
62,0.175,0.00015432098765432098,0.4604938271604938,0.055246913580246915,0.025308641975308643
63,0.19990458015267176,0.5085877862595419,0.00047709923664122136,0.18654580152671757,0.0033396946564885495
64,0.15205288796102992,0.16666666666666666,0.3792623521224774,0.06541405706332637,0.1315240083507307
65,0.07485348961108151,0.11241342567927544,0.02290889717634523,0.09270111880660628,0.5719232818327118
66,0.06692549454612683,0.8084057435138966,0.43526221729216735,6.162568558575214e-05,0.13989030627965737
67,0.03613655287260616,0.3029142381348876,0.00016652789342214822,0.5856786011656953,0.031307243963363866
68,0.21125143513203215,0.3349598163030999,0.0002870264064293915,0.21526980482204364,0.1179678530424799
69,0.03318851074100893,0.00012068549360366884,0.779145546705286,0.03741250301713734,0.11778904175718079
70,0.05741111282130214,0.7832845928890257,0.00015391719255040788,0.07326458365399414,0.07680467908265354
71,1.0,0.00025119316754584274,0.00025119316754584274,0.00025119316754584274,0.00025119316754584274
72,0.0019747235387045812,0.5454186413902053,0.00039494470774091627,0.00039494470774091627,0.32582938388625593
73,0.014900353883404731,0.9031476997578692,0.677221084000745,0.061091450921959396,0.02998696219035202
74,0.10787671232876712,0.9549086757990868,0.3070776255707763,0.1933028919330289,0.01598173515981735
75,0.1782708492731446,0.6126625860749809,0.00019127773527161438,0.11514919663351186,0.00019127773527161438
76,0.01484375,0.00013020833333333333,0.536328125,0.05963541666666667,0.23828125
77,0.15150501672240801,0.5698996655518395,0.00033444816053511704,0.10535117056856187,0.00033444816053511704
78,0.3443349753694581,0.4586206896551724,0.0004926108374384236,0.0004926108374384236,0.17536945812807883
79,0.04869791666666667,0.5096354166666667,0.00026041666666666666,0.11640625,0.15755208333333334
80,0.120600115406809,0.5929024812463936,0.19417195614541258,0.08222735141373341,0.2547605308713214
81,0.12955974842767295,0.7559748427672957,0.5874213836477987,0.022431865828092243,0.00020964360587002095
82,0.0421042847848313,0.8447811134863835,0.7801840319732317,0.013477088948787063,0.06180871828236825
83,0.08447802197802198,0.23506181318681318,0.00017170329670329672,0.00017170329670329672,0.18629807692307693
84,0.12493465760585468,0.8578149503397805,0.1657083115525353,0.24621014113957135,0.21484579194981704
85,0.04911479154768703,0.6521987435751,0.0005711022272986865,0.0759565962307253,0.0005711022272986865
86,0.08917835671342686,0.627254509018036,0.3629258517034068,0.06633266533066132,0.19519038076152304
87,0.13604693802713605,0.13091309130913092,0.0001222344456667889,0.6962474025180296,0.007089597848673756
88,0.08979257641921397,0.008187772925764192,0.38018558951965065,0.11408296943231441,0.25736899563318777
89,0.053509496284062756,0.8855491329479769,0.7329479768786127,0.02031379025598679,0.0726672171758877
90,0.02275529649142473,0.8213204797668423,0.7478982176886,0.05772895415312185,0.008182939132384262
91,0.07648214870619063,0.7851293809367835,0.0021290533901080905,0.028169014084507043,0.054208974778905995
92,0.20788979336255478,0.1289918597370069,0.2485911083281152,0.3437695679398873,0.0006261740763932373
